0.0	-106.52112466548596	5.213876325524615e-9
1.2300000000000004	-104.39070217217623	-9.418432615822954e-7
2.460000000000001	-102.26027967886651	-1.094798695889448e-6
3.6900000000000013	-100.1298571855568	-5.733996764492336e-7
4.920000000000002	-97.99943469224708	-2.7767196587107355e-7
6.149999999999999	-95.86901219893736	-3.6797169973886645e-9
7.379999999999999	-93.73858970562765	-1.004085861167641e-6
8.61	-91.60816721231792	-7.692457030053991e-7
9.84	-89.4777447190082	2.2418415290773796e-7
11.07	-87.34732222569849	-6.554486660298433e-7
12.3	-85.21689973238877	7.027426849146042e-8
13.530000000000001	-83.08647723907904	1.4138082478601938e-6
14.76	-80.95605474576932	-5.085319115049708e-8
15.99	-78.8256322524596	9.85939527624477e-7
17.22	-76.69520975914989	1.7106510267210997e-6
18.45	-74.56478726584017	5.975688824799288e-7
19.68	-72.43436477253044	1.5767080785430889e-6
20.91	-70.30394227922073	6.033889952015744e-7
22.14	-68.17351978591101	9.657496491989373e-7
23.37	-66.04309729260129	1.6551873021395084e-6
24.6	-63.91267479929157	-1.3937409544994714e-6
25.83	-61.78225230598186	9.774783549457563e-7
27.06	-59.65182981267213	1.3507446118728024e-6
28.29	-57.52140731936242	-2.9122883215820615e-6
29.52	-55.390984826052694	8.168756170891278e-7
30.75	-53.26056233274298	1.0150051472787822e-6
31.98	-51.13013983943326	-2.5778934727377563e-6
33.21	-48.99971734612354	7.36370868674365e-7
34.44	-46.86929485281382	9.905363473890087e-7
35.67	-44.7388723595041	2.7414797295197516e-8
36.9	-42.608449866194384	8.360151450465356e-7
38.13	-40.47802737288467	1.394216885086735e-6
39.36	-38.347604879574945	4.0130506598229065e-6
40.59	-36.21718238626522	1.0155942961773978e-6
41.82	-34.086759892955506	2.0542357941966766e-6
43.05	-31.956337399645786	7.764337177703983e-6
44.28	-29.825914906336067	1.1483764753016083e-6
45.51	-27.69549241302635	2.6316412806291233e-6
46.74	-25.56506991971663	1.0068127531435994e-5
47.97	-23.43464742640691	1.2912427380118039e-6
49.2	-21.304224933097192	2.848528833251687e-6
50.43	-19.173802439787472	1.0871946817801755e-5
51.66	-17.043379946477756	1.6148387096392542e-6
