-1.3119508723135538e-6	-3.378151019373844e-7	-4.4774440662538645e-7	-1.6754077845968056e-6	-3.1881758783708727e-7	-6.557089562025456e-7	-1.8780472581940071e-6	-2.303980376339101e-7	-8.709801253846944e-7	-1.8259921734541806e-6	-1.0257379707154524e-7	-1.0251710874054376e-6	-1.4433586118908744e-6	-2.8538976093371186e-10	-9.820130691048296e-7	-7.37123782281034e-7	2.485617229784568e-9	-5.408589410589498e-7	6.441390727541745e-8	-5.903168430356005e-8	3.5426672546275955e-7	4.2234848883320883e-7	1.0916673181738137e-7	9.806537925647498e-7	1.091698877541274e-7	4.223430226500398e-7	3.5425701566554615e-7	-5.902777457512534e-8	6.444266497215172e-8	-5.408676894212257e-7	2.485060049714299e-9
-3.378151019373844e-7	-1.5722547211536102e-6	-3.915636401351868e-7	-5.143589116383302e-7	-1.8539330391195175e-6	-3.319013234758527e-7	-7.093711225063977e-7	-1.9050952197763016e-6	-2.0277966298917313e-7	-8.717307411167916e-7	-1.619462614701964e-6	-5.4480234372942754e-8	-8.832118978970768e-7	-9.277003946564766e-7	2.4483985598904057e-8	-5.163032926828717e-7	7.69137216281436e-8	-2.100220180961215e-8	5.072434460405938e-7	8.882338182205747e-7	4.076676878134503e-8	1.9220124567055436e-6	6.888340650053755e-7	6.888338088564606e-7	1.9220081453879455e-6	4.0768561416657997e-8	8.882496180646563e-7	1.3513076276633485e-6	-9.038030569677719e-6	7.695037645959719e-8	-5.163176188190784e-7
-4.4774440662538645e-7	-3.9156364013518695e-7	-1.785279374356191e-6	-4.3009706836537266e-7	-5.610751088047973e-7	-1.9382947351187187e-6	-3.2158708104432286e-7	-7.202965759390704e-7	-1.7723648590019853e-6	-1.5068861072593232e-7	-7.774730112847885e-7	-1.1627153974572362e-6	3.972400636826575e-9	-5.233512890008214e-7	-6.207960045649201e-8	3.0721730638304304e-8	4.292908563042434e-7	1.2364217634815533e-6	-2.3457438165876047e-8	2.3838365304196583e-6	1.6804954529504744e-6	5.341047077668554e-7	3.950466848929351e-6	5.341066532064135e-7	1.6804973073366866e-6	2.383797645548356e-6	-2.3451266817960303e-8	-1.4908968261604645e-5	4.2927410573529463e-7	3.07214510506753e-8	-6.206151147926744e-8
-1.6754077845968056e-6	-5.1435891163833e-7	-4.300970683653727e-7	-1.9211500233316803e-6	-4.4561444769047756e-7	-5.764436649847602e-7	-1.8835332239279625e-6	-2.800300820936764e-7	-6.628637367953132e-7	-1.4069002701864228e-6	-7.024879215929337e-8	-5.223367002304942e-7	-3.3700367044597e-7	6.442751676581299e-8	2.29232134238526e-7	1.3046103795702124e-6	8.90263493931613e-9	2.256107246571553e-6	2.7409340488546263e-6	1.6932226619714284e-7	5.501987079900171e-6	1.9844792242315867e-6	1.984472813260168e-6	5.501984591092467e-6	1.6932696428155065e-7	2.7409406960718323e-6	2.2560568140506167e-6	8.902329393436648e-9	1.3046243983993074e-6	-2.786839040775706e-7	-6.616841949029414e-6
-3.1881758783708727e-7	-1.853933039119517e-6	-5.610751088047972e-7	-4.4561444769047745e-7	-1.9405554634430275e-6	-4.2774283810447756e-7	-5.43847613089998e-7	-1.6246019989060302e-6	-1.967935294049765e-7	-4.939468007481594e-7	-6.917631602893952e-7	4.1760103916022683e-8	1.883783655210934e-8	1.057974294152816e-6	1.0958013086854007e-7	1.7337485916887797e-6	3.390731048159318e-6	-1.1217602414566954e-8	5.743531100473047e-6	4.3203410141864115e-6	1.2000479418353575e-6	9.804296497551032e-6	1.2000529874244192e-6	4.3203697622253645e-6	5.7435173212060405e-6	-1.1215085247601618e-8	3.3907608165466394e-6	1.7337331894567039e-6	1.0957146102327076e-7	-1.607369216771715e-5	1.8819679996685236e-8
-6.557089562025459e-7	-3.319013234758528e-7	-1.9382947351187182e-6	-5.764436649847597e-7	-4.277428381044774e-7	-1.7886196905104642e-6	-3.617180092886289e-7	-4.371836511343407e-7	-1.058871497882203e-6	-5.6698278595753025e-8	-1.3439305266980486e-7	5.768745039770935e-7	1.8610582299216847e-7	1.1054256672700827e-6	3.3808437127685236e-6	1.0935690004254529e-7	4.784732540397823e-6	6.440045690708498e-6	2.3036507666046568e-7	1.2264882758958488e-5	4.853322015222708e-6	4.85331905036213e-6	1.2264849716513926e-5	2.3043688028793355e-7	6.440132060158721e-6	4.78468694435254e-6	1.0935373518358549e-7	3.3808643443594778e-6	1.105373301929201e-6	1.860750451371844e-7	5.76929816834238e-7
-1.8780472581940071e-6	-7.09371122506398e-7	-3.215870810443228e-7	-1.8835332239279625e-6	-5.438476130899977e-7	-3.6171800928862766e-7	-1.3818121254344626e-6	-2.245287539564179e-7	-2.114999867238959e-7	-8.890089291839515e-9	1.639419836153743e-7	5.746830721808371e-7	2.786327972998325e-6	3.5498746559579826e-7	3.3273667406413595e-6	7.30084512892095e-6	4.065576076589038e-8	1.12710644617342e-5	1.0320242726726374e-5	2.1732994550846265e-6	2.2758719695407465e-5	2.1733270293587355e-6	1.0320289662516605e-5	1.1270962494811085e-5	4.0653949239887164e-8	7.300555203732586e-6	3.3273330561299903e-6	3.5495592590796875e-7	2.786426015412528e-6	5.748006372532e-7	1.6400955337259562e-7
-2.303980376339101e-7	-1.905095219776301e-6	-7.202965759390708e-7	-2.800300820936766e-7	-1.62460199890603e-6	-4.371836511343412e-7	-2.2452875395641724e-7	-5.806693734215999e-7	2.3053221953602122e-8	2.1795305468085634e-7	1.8622718154951747e-6	5.052503087935998e-7	1.9861716427676037e-6	6.740382118350243e-6	5.137233872633308e-7	8.189287671464092e-6	1.4054629593976262e-5	1.3698483233312107e-7	2.585052314664652e-5	1.2414980892791064e-5	1.2414975547448651e-5	2.585044979356975e-5	1.3699828728499837e-7	1.405475114618335e-5	8.189582399080536e-6	5.136456423609407e-7	6.740764153615165e-6	1.9862893696279756e-6	5.052950930652961e-7	1.8621495951177771e-6	2.1791348916004775e-7
-8.709801253846942e-7	-2.0277966298917292e-7	-1.772364859001985e-6	-6.628637367953132e-7	-1.9679352940497624e-7	-1.0588714978822009e-6	-2.1149998672389626e-7	2.3053221953601834e-8	8.704556887555027e-7	4.55127874042985e-7	1.0279657256078747e-6	5.261221300128358e-6	1.0388926545853463e-6	4.982093977229238e-6	1.427751747983176e-5	5.52767883410856e-7	2.0122008617793224e-5	2.542511102959674e-5	3.223126782013089e-6	5.7205951186238415e-5	3.2232720051488014e-6	2.5425563099094037e-5	2.0121852648016068e-5	5.525908229873822e-7	1.4278235628605807e-5	4.9821541765260355e-6	1.0387440139062787e-6	5.261573127874594e-6	1.027860938251402e-6	4.5511666230530067e-7	8.704748464128183e-7
-1.8259921734541806e-6	-8.717307411167916e-7	-1.5068861072593238e-7	-1.4069002701864209e-6	-4.939468007481582e-7	-5.6698278595753184e-8	-8.890089291839341e-9	2.1795305468085528e-7	4.5512787404298326e-7	3.489220206635901e-6	1.2255212273552924e-6	2.631016150985533e-6	1.185349546575323e-5	1.8975695166499496e-6	1.214527973455292e-5	3.0108438512061675e-5	2.9114958686573066e-7	5.4765478832196775e-5	3.8172108809358774e-5	3.8172105259499386e-5	5.47653982658429e-5	2.910400921780669e-7	3.0109401420800008e-5	1.2145159760411419e-5	1.8975342284029208e-6	1.185349340075108e-5	2.630571048396751e-6	1.2253230170993126e-6	3.4896846735172347e-6	4.551172698098367e-7	2.1791542895949446e-7
-1.0257379707154527e-7	-1.619462614701964e-6	-7.774730112847904e-7	-7.024879215929349e-8	-6.917631602893954e-7	-1.3439305266980441e-7	1.639419836153746e-7	1.8622718154951755e-6	1.0279657256078755e-6	1.2255212273552907e-6	8.449036624024255e-6	2.696243505092305e-6	6.138209738024426e-6	2.619379236603849e-5	3.3147767092909517e-6	3.29216392295469e-5	6.77326053142237e-5	2.866749608491282e-6	0.0001769761360798	2.8675062387984285e-6	6.773271377041172e-5	3.292148129981949e-5	3.3146801301015346e-6	2.619404819598485e-5	6.1377796208754264e-6	2.696120821086742e-6	8.449132147245034e-6	1.2253167992201028e-6	1.0278570771557672e-6	1.8621456302386355e-6	1.640065113614394e-7
-1.0251710874054361e-6	-5.4480234372942635e-8	-1.1627153974572362e-6	-5.223367002304943e-7	4.176010391602252e-8	5.76874503977093e-7	5.746830721808366e-7	5.052503087935998e-7	5.2612213001283555e-6	2.6310161509855337e-6	2.696243505092307e-6	1.881201769160978e-5	5.866312484046973e-6	1.5197570527126473e-5	6.366215997323307e-5	5.462897169465572e-6	0.00011662323116601417	0.00016162501538493403	0.00016162482890954964	0.00011662309471710963	5.462806323533841e-6	6.366182888936056e-5	1.5197086210805119e-5	5.866127082814126e-6	1.8812713402197806e-5	2.696122503849613e-6	2.6305848069705397e-6	5.2615500706832465e-6	5.052996887381792e-7	5.74813723423825e-7	5.769237905125903e-7
-1.4433586118908738e-6	-8.832118978970753e-7	3.972400636826009e-9	-3.370036704459699e-7	1.88378365521087e-8	1.8610582299216884e-7	2.786327972998325e-6	1.9861716427676016e-6	1.0388926545853467e-6	1.1853495465753232e-5	6.1382097380244245e-6	5.866312484046972e-6	4.433651760453484e-5	1.4234003470857422e-5	4.6063194037518294e-5	0.0001964490777581608	6.27258016996754e-6	0.0007773835593188748	6.276973349887911e-6	0.00019642228225261185	4.604731321940281e-5	1.4234054964079742e-5	4.433590604353638e-5	5.8661124011320304e-6	6.13781707005084e-6	1.1853434218682933e-5	1.0387534413976135e-6	1.986300320288693e-6	2.7864032258069237e-6	1.8608477420696145e-7	1.8812209555067986e-8
-2.8538976093373466e-10	-9.277003946564788e-7	-5.233512890008214e-7	6.442751676581301e-8	1.0579742941528153e-6	1.1054256672700814e-6	3.549874655957979e-7	6.740382118350239e-6	4.982093977229237e-6	1.897569516649951e-6	2.6193792366038483e-5	1.5197570527126473e-5	1.4234003470857427e-5	0.00012736901521586042	4.614913016138546e-5	0.00022527803121562167	0.0010631439533349228	0.0010631623394954917	0.00022532268551725087	4.614653916423797e-5	0.00012736323920744164	1.423380234722904e-5	1.5197425104614608e-5	2.6193611812004736e-5	1.8975547485073262e-6	4.982223113239019e-6	6.740669344386333e-6	3.5495544193604343e-7	1.105421376958867e-6	1.0579810039117559e-6	6.44257500514959e-8
-9.820130691048292e-7	2.4483985598904143e-8	-6.207960045649209e-8	2.2923213423852406e-7	1.0958013086854011e-7	3.380843712768523e-6	3.3273667406413612e-6	5.137233872633315e-7	1.4277517479831762e-5	1.2145279734552923e-5	3.3147767092909517e-6	6.366215997323308e-5	4.6063194037518294e-5	4.614913016138546e-5	0.0005927580931428847	0.00032054624354365866	0.005803491938175175	0.00032050970498108584	0.0005929145799235731	4.6143369850730976e-5	4.6047885836058716e-5	6.36617407560015e-5	3.3147029474607427e-6	1.2145292666971825e-5	1.4278103596779795e-5	5.136640845075317e-7	3.3273651045814057e-6	3.3808441539308374e-6	1.0957952114358029e-7	2.2922725654403737e-7	-6.20808149717713e-8
-7.37123782281032e-7	-5.163032926828706e-7	3.072173063830419e-8	1.304610379570213e-6	1.7337485916887788e-6	1.0935690004254527e-7	7.300845128920951e-6	8.189287671464087e-6	5.527678834108556e-7	3.010843851206167e-5	3.2921639229546884e-5	5.462897169465573e-6	0.0001964490777581608	0.0002252780312156217	0.0003205462435436587	0.013734835093216676	0.013734478308600986	0.00032046174212717424	0.00022527076976365705	0.00019646978125490493	5.463227079254909e-6	3.2922080123887886e-5	3.0108492176961442e-5	5.5260327322192e-7	8.189287230562676e-6	7.300840471521671e-6	1.0935686901291072e-7	1.7337471590011004e-6	1.304609401482281e-6	3.0721689235097494e-8	-5.16304658442534e-7
2.4856172297846065e-9	7.691372162814338e-8	4.292908563042445e-7	8.902634939316233e-9	3.390731048159319e-6	4.784732540397823e-6	4.065576076589035e-8	1.4054629593976259e-5	2.0122008617793218e-5	2.911495868657305e-7	6.77326053142237e-5	0.00011662323116601417	6.272580169967539e-6	0.0010631439533349226	0.005803491938175175	0.013734478308600985	0.005803600347469212	0.0010629417119097189	6.273173591977185e-6	0.00011664745563893851	6.773297970667366e-5	2.9113432372445145e-7	2.012270821801523e-5	1.4054112666169998e-5	4.06546967598091e-8	4.784729900119836e-6	3.3907278965219756e-6	8.902381794023913e-9	4.2929283193954403e-7	7.690947104537e-8	2.4854458347604833e-9
-5.408589410589497e-7	-2.1002201809611822e-8	1.2364217634815528e-6	2.25610724657155e-6	-1.1217602414566936e-8	6.440045690708496e-6	1.1271064461734205e-5	1.3698483233312051e-7	2.542511102959674e-5	5.476547883219678e-5	2.8667496084912825e-6	0.00016162501538493412	0.0007773835593188748	0.0010631623394954917	0.00032050970498108584	0.0003204617421271742	0.0010629417119097189	0.0007773771229289743	0.0001616041929775528	2.86698344749873e-6	5.4765741950809786e-5	2.5425243794855524e-5	1.3701105667890607e-7	1.1271416174291122e-5	6.439842196551776e-6	-1.1210231370240667e-8	2.2561116824036558e-6	1.2364143196035142e-6	-2.1002782219079086e-8	-5.408516097990832e-7	-6.132953214649274e-7
6.441390727541729e-8	5.072434460405946e-7	-2.3457438165876163e-8	2.7409340488546267e-6	5.743531100473047e-6	2.303650766604654e-7	1.0320242726726376e-5	2.585052314664652e-5	3.2231267820130905e-6	3.8172108809358774e-5	0.0001769761360798001	0.00016162482890954964	6.276973349887912e-6	0.00022532268551725082	0.0005929145799235733	0.00022527076976365705	6.2731735919771854e-6	0.00016160419297755275	0.00017697592690085962	3.817221040682826e-5	3.2230536719109906e-6	2.585051996412871e-5	1.0320207216306205e-5	2.304138061611047e-7	5.7437298842143656e-6	2.7408551936662167e-6	-2.3456805491934713e-8	5.072537561409159e-7	6.440277778001282e-8	-4.517419934723918e-8	-1.2064506470747037e-6
